pcap_name,session_identifier,service,protocol,duration,total_count_bytes,total_count_packets,src_count_bytes,dst_count_bytes,src_count_packets,dst_count_packets,src_mean_packet_size,dst_mean_packet_size,src_min_packet_size,dst_min_packet_size,src_max_packet_size,dst_max_packet_size,src_std_packet_size,dst_std_packet_size,src_bytes_per_sec,dst_bytes_per_sec,min_time_delay,max_time_delay,mean_time_delay,std_time_delay,src_port,dst_port,flags,http_method,http_version,http_accept,http_connection,http_user_agent,http_status_code,http_content_length,http_content_type,http_server
zeus.pcap,192.168.10.1__80__192.168.10.5__1070,http,TCP,0.053355,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9839.752600506044419454596570,7721.862993159029144410083404,0.000075,0.052467,0.006669375,0.01730990465699840300538635132,1070,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1071,http,TCP,0.054110,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10534.09720938828312696359268,7429.310663463315468490112733,0.000065,0.053243,0.00676375,0.01756753987294464631521935058,1071,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1072,http,TCP,0.053872,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9745.322245322245322245322245,7647.757647757647757647757648,0.000080,0.052979,0.006734,0.01747899572343903286876521567,1072,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1073,http,TCP,0.053941,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10567.10109193377949982388165,7452.587085890139226191579689,0.000080,0.053087,0.006742625,0.01751655974312236346673889876,1073,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1074,http,TCP,0.053841,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9750.933303616203265169666239,7652.160992552144276666480935,0.000080,0.052936,0.006730125,0.01746420942554729558348446304,1074,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1076,http,TCP,0.053939,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10567.49290865607445447635292,7452.863419789020931051743636,0.000075,0.053084,0.006742375,0.01751552143055909711788943900,1076,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1077,http,TCP,0.053716,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9773.624246034701020180207015,7669.967979745327276789038648,0.000084,0.052797,0.0067145,0.01741757831904309250722187446,1077,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1078,http,TCP,0.053703,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10613.93218255963354002569689,7485.615328752583654544438858,0.000085,0.052821,0.006712875,0.01742725887394156430765362444,1078,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1079,http,TCP,0.053996,937,9,525,412,5,4,105.0,103.0,60,60,283,230,89.00337072268668,73.32803011127464,9722.942440180754129935550782,7630.194829246610860063708423,0.000073,0.053092,0.0067495,0.01751585579553565518563099913,1079,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
zeus.pcap,192.168.10.1__80__192.168.10.5__1080,http,TCP,0.055184,972,9,570,402,5,4,114.0,100.5,60,60,328,220,107.00280370158532,68.99818838201479,10329.08089301246738184981154,7284.720208756161206146709191,0.000082,0.054315,0.006898,0.01792196916496622030721474179,1080,80,FSPA,POST,HTTP/1.1,none,close,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),200,none,text/html,Apache/1.3.35 (Win32) PHP/5.2.4
