pcap_name,session_identifier,service,protocol,duration,total_count_bytes,total_count_packets,src_count_bytes,dst_count_bytes,src_count_packets,dst_count_packets,src_mean_packet_size,dst_mean_packet_size,src_min_packet_size,dst_min_packet_size,src_max_packet_size,dst_max_packet_size,src_std_packet_size,dst_std_packet_size,src_bytes_per_sec,dst_bytes_per_sec,min_time_delay,max_time_delay,mean_time_delay,std_time_delay,src_port,dst_port,flags,http_method,http_version,http_accept,http_connection,http_user_agent,http_status_code,http_content_length,http_content_type,http_server
normal_traffic_1.pcap,192.168.16.2__59116__192.168.16.5__80,http,TCP,50.153287,89701,94,18079,71622,50,44,361.58,1627.7727272727273,66,66,988,7306,364.1935798445656,2007.2916609161387,360.4748777482919514328143637,1428.061933408272921374026791,0.000000,10.068166,0.5392826559139784946236559140,2.095932100675088712679336670,59116,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,281,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59118__192.168.16.5__80,http,TCP,62.712193,156066,152,31042,125024,85,67,365.2,1866.0298507462687,66,66,1050,8754,360.3311156994029,1961.5023785859871,494.9914604325828631124413079,1993.615499939541262733389024,0.000000,10.019797,0.4153125364238410596026490066,1.757769595790080648230993302,59118,80,FSPA,GET,HTTP/1.1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,6075,text/html; charset=utf-8,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59120__192.168.16.5__80,http,TCP,15.075234,8531,24,4488,4043,14,10,320.57142857142856,404.3,66,66,786,818,340.38417671081896,338.2440095552322,297.7068216652557432939349399,268.1882085545073462872947776,0.000009,10.105597,0.6554449565217391304347826087,2.242600886422018739989754396,59120,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,310,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59122__192.168.16.5__80,http,TCP,15.055489,7710,21,3639,4071,12,9,303.25,452.3333333333333,66,66,789,1184,334.14421163124564,444.00175174829616,241.7058655484388451281788323,270.3997193316005876660665090,0.000004,10.105644,0.75277445,2.390206229703150008087770753,59122,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,737,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59124__192.168.16.5__80,http,TCP,15.051167,3766,15,1942,1824,8,7,242.75,260.57142857142856,66,66,770,754,303.84196138782414,305.1832504029843,129.0265399354083307958778213,121.1866162936070007063239681,0.000005,10.151887,1.075083357142857142857142857,2.806980377235870452396308259,59124,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,285,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59126__192.168.16.5__80,http,TCP,15.051126,3807,15,1948,1859,8,7,243.5,265.57142857142856,66,66,772,761,305.1405413903567,313.03211023921546,129.4255326810764855732388394,123.5123538265509171871925064,0.000005,10.151198,1.075080428571428571428571429,2.806803136531200998846943415,59126,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,313,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59132__192.168.16.5__80,http,TCP,15.006121,3998,15,1893,2105,8,7,236.625,300.7142857142857,66,66,745,1021,293.2332422748144,375.8520659916665,126.1485229927174384372883572,140.2760913363286888063877400,0.000012,10.143632,1.071865785714285714285714286,2.807240854608290046047329239,59132,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,574,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59134__192.168.16.5__80,http,TCP,20.203157,52823,22,3128,49695,11,11,284.3636363636364,4517.727272727273,66,66,881,36097,355.01658673856934,10162.283047809762,154.8272876362837748575631026,2459.764085385269242821802553,0.000005,10.216326,0.9620550952380952380952380952,2.495815855335330829090927442,59134,80,FSPA,GET,HTTP/1.1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,4997,text/html; charset=utf-8,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59136__192.168.16.5__80,http,TCP,23.049957,11204,26,2449,8755,13,13,188.3846153846154,673.4615384615385,66,66,492,4410,183.29108353047388,1186.1016051550891,106.2474867089773746649505680,379.8271727795414108581634230,0.000014,10.044013,0.92199828,2.525447092845075145071747953,59136,80,FSPA,GET,HTTP/1.1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,1384,text/plain,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59138__192.168.16.5__80,http,TCP,15.233971,1740,12,739,1001,6,6,123.16666666666667,166.83333333333334,66,66,401,663,124.28517834221245,221.91170666631257,48.51000438428036918279547729,65.70840918628504675504502405,0.000020,10.006501,1.384906454545454545454545455,3.074305242225612882305614594,59138,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,216,image/gif,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59140__192.168.16.5__80,http,TCP,15.212804,1772,12,742,1030,6,6,123.66666666666667,171.66666666666666,66,66,404,692,125.40290622186107,232.71847560709244,48.77470320395898086901007862,67.70612439363578206884148379,0.000021,10.006287,1.382982181818181818181818182,3.074512320836053214152846213,59140,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,245,image/gif,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59142__192.168.16.5__80,http,TCP,15.227481,1753,12,739,1014,6,6,123.16666666666667,169.0,66,66,401,676,124.28517834221245,226.75610980375663,48.53067949978069255184097751,66.59013398210774323080751176,0.000022,10.001187,1.384316454545454545454545455,3.073593960219929530317294530,59142,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,229,image/gif,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59144__192.168.16.5__80,http,TCP,15.225652,1742,12,738,1004,6,6,123.0,167.33333333333334,66,66,400,666,123.91260360969474,223.0296442678018,48.47083067444336702296886859,65.94134687959504131580046621,0.000024,10.007441,1.384150181818181818181818182,3.074187915121467657263088430,59144,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,219,image/gif,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59146__192.168.16.5__80,http,TCP,15.225174,2570,12,745,1825,6,6,124.16666666666667,304.1666666666667,66,66,407,1487,126.52063951080164,528.9872136660981,48.93211729468576188357518935,119.8672671983912958892949269,0.000004,10.006515,1.384106727272727272727272727,3.074611372781994404962758485,59146,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,1038,image/gif,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59148__192.168.16.5__80,http,TCP,48.436364,431582,170,9862,421720,83,87,118.81927710843374,4847.35632183908,66,66,515,20338,135.64075022783157,4116.365155258404,203.6073558287736048890870504,8706.681616316204081710179567,0.000000,10.211922,0.2866057041420118343195266272,1.443111633424993051152494357,59148,80,FSPA,GET,HTTP/1.1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,2461,text/x-python,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59158__192.168.16.5__80,http,TCP,15.177899,482553,241,10114,472439,119,122,84.99159663865547,3872.4508196721313,66,66,508,27578,82.3982434134297,4026.1868611657756,666.3636383401945157231577309,31126.77189379109717359431631,0.000000,10.033897,0.06324124583333333333333333333,0.7194953137572037487330127365,59158,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,123506,image/jpeg,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59160__192.168.16.5__80,http,TCP,15.076696,65655,38,2473,63182,20,18,123.65,3510.1111111111113,66,66,500,14546,136.87997479543895,3521.0915114632803,164.0279806663210560191702479,4190.705974306306899071255400,0.000000,10.014897,0.4074782702702702702702702703,1.792696682722559035226533938,59160,80,FSPA,GET,HTTP/1.1,"application/font-woff2;q=1.0,application/font-woff;q=0.9,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,43380,text/plain,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59162__192.168.16.5__80,http,TCP,15.044107,5399,15,1249,4150,8,7,156.125,592.8571428571429,66,66,424,2338,153.81517927369848,862.0128319514621,83.02254165036183270964504573,275.8555226973591719335684066,0.000006,10.043180,1.074579071428571428571428571,2.791940167082752209912198365,59162,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,1026,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59164__192.168.16.5__80,http,TCP,15.028798,19415,24,1928,17487,13,11,148.30769230769232,1589.7272727272727,66,66,422,5858,148.8330942392464,1967.8230745909457,128.2870393227721871037191397,1163.566108214376159690216077,0.000004,10.064331,0.653426,2.243329393730259558345250826,59164,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,2636,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59166__192.168.16.5__80,http,TCP,15.053086,20963,27,1652,19311,14,13,118.0,1485.4615384615386,66,66,435,4410,125.80313418762098,1434.065796976963,109.7449386790190396839558347,1282.859873384102103714813029,0.000000,10.042455,0.5789648461538461538461538462,2.118188130761119155900787878,59166,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,3200,image/jpeg,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59182__192.168.16.5__80,http,TCP,43.887839,118756,115,11305,107451,59,56,191.61016949152543,1918.767857142857,66,66,646,5858,200.54265508053626,1588.4048488867177,257.5884403877803142688342436,2448.309200186411547854976409,0.000000,10.095048,0.3849810438596491228070175439,1.737206733602479541674166512,59182,80,FSPA,GET,HTTP/1.1,"image/webp,*/*",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,248,image/png,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59184__192.168.16.5__80,http,TCP,23.971830,63598,69,6581,57017,39,30,168.74358974358975,1900.5666666666666,66,66,533,5858,176.29182070831365,1588.8985426668653,274.5305635823381026813555744,2378.500097823153259471638169,0.000003,10.057021,0.3525269117647058823529411765,1.701292306126077304485275004,59184,80,FSPA,GET,HTTP/1.1,*/*,Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,1804,application/x-javascript,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59186__192.168.16.5__80,http,TCP,56.699386,408634,266,27281,381353,137,129,199.13138686131387,2956.2248062015506,66,66,735,14546,221.8469524891734,2740.932940363682,481.1515948338488180454017615,6725.875303129384857888937281,0.000000,10.060173,0.2139599471698113207547169811,1.247124163956143709407113433,59186,80,SPA,GET,HTTP/1.1,"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8",Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,7779,text/html; charset=utf-8,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59188__192.168.16.5__80,http,TCP,5.991477,552,8,338,214,5,3,67.6,71.33333333333333,66,66,74,74,3.1999999999999997,3.7712361663282534,56.41346866557277946656558975,35.71740323796619765042910120,0.000009,4.397118,0.8559252857142857142857142857,1.546706520934975404813675520,59188,80,FSA,none,none,none,none,none,none,none,none,none
normal_traffic_1.pcap,192.168.16.2__59190__192.168.16.5__80,http,TCP,14.997487,4809,14,921,3888,7,7,131.57142857142858,555.4285714285714,66,66,517,2962,157.37476394432056,998.7550617991319,61.41028827029488340279941566,259.2434319162937097395050251,0.000005,10.056338,1.153652846153846153846153846,2.885068178190324477279347989,59190,80,FSPA,GET,HTTP/1.1,*/*,Keep-Alive,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,200,3020,application/x-javascript,Apache/2.2.8 (Ubuntu) DAV/2 mod_fastcgi/2.4.6 PHP/5.2.4-2ubuntu5 with Suhosin-Patch mod_ssl/2.2.8 OpenSSL/0.9.8g
normal_traffic_1.pcap,192.168.16.2__59192__192.168.16.5__80,http,TCP,5.000532,552,8,338,214,5,3,67.6,71.33333333333333,66,66,74,74,3.1999999999999997,3.7712361663282534,67.59280812521547707323940733,42.79544656448553873867820464,0.000008,2.995390,0.7143617142857142857142857143,1.159976504495760931976116199,59192,80,FSA,none,none,none,none,none,none,none,none,none
normal_traffic_1.pcap,192.168.16.2__59194__192.168.16.5__80,http,TCP,5.354867,552,8,338,214,5,3,67.6,71.33333333333333,66,66,74,74,3.1999999999999997,3.7712361663282534,63.12014845560123155252968935,39.96364428845758447408684473,0.000011,3.995444,0.764981,1.399686674851809213191346987,59194,80,FSA,none,none,none,none,none,none,none,none,none
