pcap_name,session_identifier,service,protocol,duration,total_count_bytes,total_count_packets,src_count_bytes,dst_count_bytes,src_count_packets,dst_count_packets,src_mean_packet_size,dst_mean_packet_size,src_min_packet_size,dst_min_packet_size,src_max_packet_size,dst_max_packet_size,src_std_packet_size,dst_std_packet_size,src_bytes_per_sec,dst_bytes_per_sec,min_time_delay,max_time_delay,mean_time_delay,std_time_delay,src_port,dst_port,flags,http_method,http_version,http_accept,http_connection,http_user_agent,http_status_code,http_content_length,http_content_type,http_server,attack_sqlinj,attack_brokauth,attack_zeus
zeus.pcap,192.168.10.1__80__192.168.10.2__1064,http,0.0,0.9995129765549186,0.0006393649408388757,0.020348837209302327,0.01567854141074546,0.0003490862776229123,0.023668639053254437,0.022727272727272728,0.038127811671904835,0.015359796215408143,0.5,0.8108108108108109,0.13397399660825324,0.008200127434412832,0.13724095077032059,0.010027824760084108,4.708259037410718e-06,5.745029622951178e-07,2.4501610980921992e-05,1.0,1.0,0.9999616855189483,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.13333333333333333,0.0,0.0,0.0,1.0
zeus.pcap,192.168.10.1__80__192.168.10.2__1034,http,0.0,0.8076312473680812,0.000688491286575648,0.020348837209302327,0.01820003879226741,0.00034178321742159615,0.023668639053254437,0.022727272727272728,0.04918345966598877,0.015038461566550232,0.5,0.8108108108108109,0.17806670435274166,0.007923096102169156,0.1836595061702933,0.009601741188271125,8.131313358903056e-06,6.961217927266542e-07,3.0802025233159076e-05,0.7807561868221649,0.8080236857019699,0.7817734172746839,0.038461538461538464,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.13333333333333333,0.0,0.0,0.0,1.0
http_traff.pcap,10.0.16.22__80__192.168.16.22__35286,http,0.0,0.041304584313907586,0.00016327285494868463,0.00872093023255814,0.005301609879097433,0.0001022428428184262,0.011834319526627219,0.011363636363636364,0.011906082455167314,0.008997370168021506,1.0,0.8918918918918919,0.011305822498586773,0.002050031858603208,0.005531788997283812,0.0003936123389972005,9.10495477305276e-05,4.071468962916873e-06,4.2002761681580566e-06,0.04718678336427943,0.07438172815263867,0.060538923451512704,0.05128205128205128,0.0,0.2,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6,0.7777777777777778,0.0,0.0,0.0
jsql_get_search_1.pcap,192.168.16.1__58272__192.168.16.2__80,http,0.0,0.0015932169934590543,0.000933400568998675,0.020348837209302327,0.018103058123747334,0.0005915478763066088,0.023668639053254437,0.022727272727272728,0.04875824243544708,0.026028106557490785,1.0,0.8918918918918919,0.15602035048049745,0.016732692467518077,0.15623065205217473,0.022812702478276253,0.006026455717668788,0.0006095568013019558,1.7501150700658568e-06,0.0017429588482240324,0.0015883314286538324,0.0017481630815600455,0.5641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zeus.pcap,192.168.10.1__80__192.168.10.5__1066,http,0.0,0.0008497702335283819,0.0005678427610162218,0.01744186046511628,0.014935022952091549,0.0002935830200929095,0.01775147928994083,0.022727272727272728,0.051026067665002776,0.01291765288408802,0.5,0.8108108108108109,0.15488976823063877,0.006094689309360889,0.17087170007032573,0.006789634578903576,0.00962708733012694,0.0005662213996298552,2.870188714908005e-05,0.0004993119693182628,0.0009511822267006762,0.0006676441350526234,0.19230769230769232,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.023255813953488372,0.13333333333333333,0.0,0.0,0.0,1.0
broken_auth_2.pcap,192.168.16.2__59872__192.168.16.5__80,http,0.0,1.7829311028928553e-05,0.011115558169205583,0.03488372093023256,0.03358763819745264,0.010534664340398557,0.03550295857988166,0.03977272727272727,0.07600757995932705,0.2648715605585923,1.0,0.8918918918918919,0.35217637083097797,0.12217081751946145,0.3221059382485309,0.19121743041139502,0.7889439981201439,0.8271182523767283,1.0500690420395141e-06,3.312013402953931e-06,4.681035875054814e-06,1.9617168416220015e-06,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,1.0,0.0
jsql_get_search_0.pcap,192.168.16.1__58198__192.168.16.2__80,http,0.0,0.0008041110113519364,0.0009370128003028495,0.020348837209302327,0.018264692571280793,0.0005915478763066088,0.023668639053254437,0.022727272727272728,0.04946693781968326,0.026028106557490785,1.0,0.8918918918918919,0.15884680610514415,0.016732692467518077,0.15920497881927925,0.022812702478276253,0.012010601461790631,0.0012054258565286397,1.4000920560526854e-06,0.000778464688728488,0.0007988364690376179,0.0007772598032819882,0.21794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
broken_auth_2.pcap,192.168.16.2__59838__192.168.16.5__80,http,0.0,1.810182944669355e-05,0.011112668384162245,0.03488372093023256,0.033458330639425875,0.010534664340398557,0.03550295857988166,0.03977272727272727,0.07558236272878537,0.2648715605585923,1.0,0.8918918918918919,0.3499152063312606,0.12217081751946145,0.3199936306301288,0.19121743041139502,0.7760975242016129,0.8164976678131363,1.4000920560526854e-06,3.5950914715824726e-06,4.85631264386537e-06,2.2661088755249676e-06,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,1.0,0.0
1.pcap,149.154.167.51__80__192.168.87.191__53088,http,0.0,0.16069327628438282,0.001706418068092005,0.029069767441860465,0.07499838365552466,8.763672241579389e-05,0.05325443786982249,0.011363636363636364,0.14179061832971981,0.007712031572589863,0.0,0.7297297297297297,0.15036743923120408,0.0018284067928082666,0.19850672771921668,0.0005904185084958008,0.00021389431306240652,8.970760729734487e-07,2.100138084079028e-05,0.09061953635737709,0.12057291395529107,0.08236564626798108,0.38461538461538464,0.0,0.6,0.5,0.0,0.5,0.0,0.25,1.0,1.0,0.6,0.7777777777777778,0.0,0.0,0.0
broken_auth_2.pcap,192.168.16.2__59826__192.168.16.5__80,http,0.0,3.338763524314874e-05,0.011109778599118905,0.03488372093023256,0.03332902308139911,0.010534664340398557,0.03550295857988166,0.03977272727272727,0.07515714549824368,0.2648715605585923,1.0,0.8918918918918919,0.34765404183154325,0.12217081751946145,0.3178813253933665,0.19121743041139502,0.44957778045235847,0.47464352098614787,1.0500690420395141e-06,1.5918423392544964e-05,1.468774594872941e-05,1.2198423692903274e-05,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,1.0,0.0
jsql_get_search_0.pcap,192.168.16.1__58182__192.168.16.2__80,http,0.0,0.0007680312244666243,0.000933400568998675,0.020348837209302327,0.018103058123747334,0.0005915478763066088,0.023668639053254437,0.022727272727272728,0.04875824243544708,0.026028106557490785,1.0,0.8918918918918919,0.15602035048049745,0.016732692467518077,0.15623065205217473,0.022812702478276253,0.012479282479044514,0.0012618238986054394,4.550299182171227e-06,0.0008523386287049164,0.0007627388971830458,0.0008559530556117942,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zeus.pcap,192.168.10.1__80__192.168.10.5__1083,http,0.0,0.0004390519454210353,0.0005678427610162218,0.01744186046511628,0.014935022952091549,0.0002935830200929095,0.01775147928994083,0.022727272727272728,0.051026067665002776,0.01291765288408802,0.5,0.8108108108108109,0.15488976823063877,0.006094689309360889,0.17087170007032573,0.006789634578903576,0.018572893465022996,0.001092163079567679,2.870188714908005e-05,0.0004936692798169339,0.0004888963882455816,0.0005224792735157478,0.38461538461538464,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.023255813953488372,0.13333333333333333,0.0,0.0,0.0,1.0
